time,turbine_num,wind_speed,kw,wind_speed_sd,wind_speed_max,torque_actual_value,blade_1_actual_angle,blade_2_actual_angle,blade_3_actual_angle,blade_1_2_act_angle_diff,blade_2_3_act_angle_diff,blade_3_1_act_angle_diff,ot,sot,dt,lot,wot,est,mt,rt,eect
2015-11-01 05:10:00,22,0.1510721247563353,0.026338679934588216,0.06798245614035088,0.10357675111773473,0.051570376114773164,0.45805786377145624,0.4583188174986314,0.035903410294429144,0.0,0.0,0.0,600.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-11-01 05:20:00,22,0.1513970110461339,0.027831321109216798,0.06907894736842106,0.10245901639344261,0.05399379604497867,0.45811851761994293,0.45836858607475245,0.03600932005930947,0.0,0.0,0.0,600.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-11-01 05:30:00,22,0.15627030539311243,0.033276503949062314,0.06798245614035088,0.10488077496274219,0.062330360604885615,0.45805786377145624,0.4583188174986314,0.035903410294429144,0.0,0.0,0.0,600.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-11-01 05:40:00,22,0.1513970110461339,0.02422323509968338,0.06140350877192982,0.10748882265275708,0.0483714618069019,0.45811851761994293,0.45836858607475245,0.03600932005930947,0.0,0.0,0.0,600.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-11-01 05:50:00,22,0.15399610136452244,0.02631780383424376,0.0625,0.10394932935916541,0.05147343931756495,0.45811851761994293,0.45836858607475245,0.03600932005930947,0.0,0.0,0.0,600.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-11-01 06:00:00,22,0.16016894087069528,0.036881110608538326,0.06578947368421052,0.10953800298062594,0.06795269484296239,0.45775459452902284,0.45806997461802623,0.03537386147002754,0.0,0.0,0.0,600.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-11-01 06:10:00,22,0.15627030539311243,0.03364183570509029,0.07017543859649122,0.11065573770491804,0.06291198138813493,0.45775459452902284,0.45806997461802623,0.03537386147002754,0.0,0.0,0.0,600.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-11-01 06:20:00,22,0.14100064977257962,0.01312062906649038,0.0756578947368421,0.11009687034277199,0.03189220628150446,0.46436586401407165,0.4634947494152193,0.046918025841982625,0.0,0.0,0.0,419.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-11-01 06:30:00,22,0.16634178037686814,0.04314742006193244,0.0668859649122807,0.11065573770491804,0.0780341217526173,0.4579972099229696,0.45826904892251036,0.035797500529548824,0.0,0.0,0.0,581.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-11-01 06:40:00,22,0.16406757634827812,0.04223930969694861,0.0668859649122807,0.10655737704918034,0.07638619620007756,0.457148056044156,0.45757228885681583,0.034314763821224316,0.0,0.0,0.0,600.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-11-01 06:50:00,22,0.15497076023391815,0.037507393618871995,0.0800438596491228,0.11307749627421759,0.0690189996122528,0.4573906714381027,0.4577713631613,0.0347384028807456,0.0,0.0,0.0,600.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-11-01 07:00:00,22,0.158869395711501,0.039055704394419126,0.07785087719298245,0.10003725782414306,0.07124854594804188,0.4574513252865894,0.457821131737421,0.03484431264562593,0.0,0.0,0.0,600.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-11-01 07:10:00,22,0.1621182586094867,0.04079190007306635,0.06798245614035088,0.11065573770491804,0.07396277626987205,0.4566021714077758,0.45712437167172654,0.03336157593730142,0.0,0.0,0.0,600.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-11-01 07:20:00,22,0.14944769330734245,0.02290456142792526,0.06798245614035088,0.10115499254843517,0.04633578906552927,0.4578759022259962,0.45816951177026827,0.03558568099978818,0.0,0.0,0.0,600.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-11-01 07:30:00,22,0.1699155295646524,0.0454229149994781,0.0756578947368421,0.10916542473919524,0.08103916246607212,0.45635955601382905,0.45692529736724236,0.03293793687778013,0.0,0.0,0.0,600.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-11-01 07:40:00,22,0.14197530864197533,0.018057826797954143,0.08442982456140351,0.10152757078986586,0.03964715005816208,0.4609085946503305,0.46065794057632015,0.04088116924380428,0.0,0.0,0.0,428.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-11-01 07:50:00,22,0.1377517868745939,0.010399777321596325,0.0800438596491228,0.11140089418777943,0.029177975959674293,0.4767392491053557,0.4736475389439109,0.0685236178775683,0.0,0.0,0.0,186.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
